"M. Patrick Lemasle."," C&#x2019;est vrai&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Exonérations fiscales et sociales atteignent annuellement 173&nbsp;milliards d&#x2019;euros pour 140&nbsp;milliards de déficit annuel. Les niches fiscales votées depuis 2002 ont creusé un trou de 75&nbsp;milliards d&#x2019;euros dans les caisses de l&#x2019;État.","32","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Exact&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Il faut aussi incriminer les déséquilibres et l&#x2019;injustice de votre réforme de la fiscalité. Vous avez tordu notre système fiscal dans le sens de la dégressivité, au bénéfice des plus favorisés ou des plus grandes entreprises. Est-il acceptable que les PME soient aujourd&#x2019;hui plus taxées que les entreprises du CAC 40&nbsp;?","52","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Quatre fois plus&nbsp;!","4","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Est-il acceptable que, par le jeu des niches fiscales, les plus fortunés acquittent un taux moyen d&#x2019;imposition réel de 33&nbsp;%, alors que ce taux est de 47&nbsp;% pour le reste de nos concitoyens&nbsp;? Vos largesses fiscales sans pertinence économique ont eu pour conséquence de faire perdre à l’État 100 à 120 milliards d’euros de recettes en dix ans, soit davantage que le montant de son déficit budgétaire. Voilà le résultat de votre politique ! Vous entendez à présent imposer un cadre contraignant d’action que vous êtes vous-mêmes incapables de respecter et dont on peut parier que vous ne le respecterez pas. Nous en voulons pour preuve la décision récente, aussi aberrante que choquante, de réduire de moitié le montant de l’ISF. Cette mesure représente une nouvelle perte de recettes pour l’État d’un montant de 2 milliards d’euros. Dès lors, vouloir inscrire dans notre Constitution le principe de l’interdiction des déficits publics, c’est imposer à notre peuple de se soumettre aux exigences des marchés financiers et des agences de notation ; c’est le priver de la faculté souveraine de décider de la politique économique qui doit être conduite et de se prononcer pour des choix budgétaires adaptés. Tout cela n’est qu’une opération politicienne interne, une course derrière les agences de notation. Votre texte ne vise en réalité nullement à rétablir une gestion saine des deniers publics, mais à priver le peuple et ses représentants de toute autonomie de choix en matière de finances publiques. La création de lois-cadres de finances publiques se traduira par une importante rigidité, qui empêchera le Parlement de voter toute réforme d’ampleur. Ce n’est pas l’assainissement de nos finances publiques que vous nous proposez, mais leur mise sous tutelle et la mise sous tutelle du Parlement élu par les Français,…","290","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,"," C&#x2019;est faux&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," &#x2026;avec le contrôle du Conseil constitutionnel, qui n&#x2019;a pourtant aucune compétence en matière financière. Selon l’heureuse formule de notre collègue sénateur Thierry Foucault, vous voulez faire des parlementaires les « enfants de chœur de la grand-messe de l’austérité » et de nos concitoyens les spectateurs impuissants de la soumission du débat parlementaire et des choix budgétaires aux calculs technocratiques des partisans de la fuite en avant dans la concurrence fiscale, sociale et environnementale. Nous estimons, pour notre part, que l’assainissement nécessaire de nos finances publiques, si nous voulons notamment prévenir un emballement de la dette, passe en priorité par une refonte globale de la fiscalité. Toute votre politique fiscale a consisté jusqu’alors à accompagner et à favoriser la création de valeurs pour les actionnaires aux dépens de l’intérêt général. Il faut aujourd’hui inverser la vapeur, remettre en cause les cadeaux fiscaux consentis à fonds perdus depuis des années, rétablir la progressivité de l’impôt, instaurer un salaire et un revenu maximum, taxer le capital, dont seuls 20 % des revenus sont soumis à l’impôt, au même taux que les revenus du travail, moduler l’imposition des entreprises et les cotisations patronales en fonction de l’orientation des bénéfices réalisés, mettre en place un pôle financier public permettant de réorienter le crédit vers l’investissement et l’emploi, appuyés sur des choix écologiquement soutenables et socialement utiles. La réduction du déficit public est urgente. Cependant elle doit résulter d’une volonté politique et de nouvelles orientations, dont votre texte a vocation à barrer l’accès. C’est pourquoi les députés du Front de gauche se prononceront de nouveau contre ce projet de loi constitutionnelle. (Applaudissements sur les bancs des groupes GDR et SRC.)","272","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," La parole est à M. Philippe Vigier.","8","yes","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Madame la présidente, monsieur le ministre, monsieur le président de la commission des lois, mes chers collègues, le projet de réforme constitutionnelle que nous examinons à nouveau aujourd&#x2019;hui constitue une avancée majeure, puisqu&#x2019;il doit permettre de fixer un cadre budgétaire pluriannuel et encourager ainsi les majorités successives à s&#x2019;y conformer rigoureusement. Il répond, enfin, à l&#x2019;impérieuse nécessité de se doter d&#x2019;une règle budgétaire contraignante face à la situation particulièrement dégradée de nos finances publiques.","75","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Il fallait le faire en 2007&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Ce projet de loi constitutionnelle marque incontestablement un véritable tournant, mais je tiens à souligner avec gravité qu&#x2019;aucune règle juridique, aussi contraignante soit-elle, ne saurait se substituer au volontarisme politique indispensable pour réaliser les efforts nécessaires en matière budgétaire.","40","no","mercredi 13 juillet 2011","Première Première"
"M. Hervé de Charette."," Voilà&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Aujourd&#x2019;hui, deux faits majeurs exigent de placer enfin la question de notre dette au rang de priorité absolue dans l&#x2019;agenda politique. Premièrement, la crise économique et financière qui a ébranlé le monde entier ces trois dernières années a eu un impact destructeur sur les finances publiques des pays les plus avancés en réduisant leurs recettes fiscales, creusant ainsi les déficits. Cette crise n’est pas derrière nous ; nous la vivons au quotidien. Elle a rendu indispensable la mise en place de plans de relance budgétaire de grande ampleur dont les conséquences sur les niveaux d’endettements publics sont aujourd’hui considérables. Monsieur Emmanuelli, le groupe Nouveau Centre n’a pas attendu la crise économique pour se saisir de cette question cruciale, puisque, dès le début de la législature, nous avons déposé une proposition de loi constitutionnelle relative au retour à l’équilibre des finances publiques et que, lors de la campagne présidentielle de 2007, nous proposions d’instituer une règle d’or, pour mettre fin à trente ans de budgets votés en déséquilibre.","167","no","mercredi 13 juillet 2011","Première Première"
"M. Dominique Le Mèner."," Trente ans&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," En outre, chacun sait que, depuis 2007, nous menons, dans cet hémicycle, un combat sans merci contre les niches fiscales. En 2007, nous avancions trois arguments en faveur de l’équilibre de nos finances publiques. Le premier argument est d’ordre moral : autant un déficit d’investissement peut être légitime, dans la mesure où les dépenses engagées bénéficieront aux générations futures et contribueront à créer de la richesse, autant le déficit de fonctionnement est illégitime, dans la mesure où il hypothèque l’avenir des générations futures.","83","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Vous avez pourtant voté tous les budgets depuis 2007&nbsp;!","10","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Le deuxième argument est d&#x2019;ordre économique&nbsp;: prélever de l&#x2019;épargne nationale pour financer les dépenses de fonctionnement affaiblit la croissance économique et développe le chômage. Seule une politique budgétaire soutenable permettra de relancer durablement l&#x2019;économie française. Le troisième argument est politique et démocratique. En effet, le Gouvernement s’est fermement engagé à respecter la trajectoire du déficit public inscrite dans la loi de programmation des finances publiques : 6 % en 2011, 4,6 % en 2012 et 3 % en 2013. Il est indispensable de préserver les marges de manœuvre pour les gouvernements futurs. Que n’avons-nous pas entendu, sur tous ces bancs, en 2008 : trop tôt, inefficace, inapplicable !","103","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," C&#x2019;est le Gouvernement qui vous disait cela&nbsp;!","8","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Il faut croire, monsieur le ministre, que nous avons eu tort d&#x2019;avoir raison trop tôt. Après avoir repoussé notre proposition année après année, le Gouvernement nous donne enfin raison. Au nom du groupe Nouveau Centre, je tiens à saluer cette avancée et le chemin parcouru depuis trois ans. Certes, la réforme que nous nous apprêtons à voter n&#x2019;est pas parfaite. Nos collègues sénateurs ont en effet supprimé le monopole réservé aux lois de finances et aux lois de financement de la sécurité sociale. Je le regrette d&#x2019;autant plus que je crois comprendre que l&#x2019;Assemblée nationale est sur la même ligne. Néanmoins l&#x2019;essentiel du texte réside dans ses mesures relatives aux lois-cadres d&#x2019;équilibre des finances publiques ainsi qu&#x2019;au débat et au vote sur le programme de stabilité européen. Ces mesures sont essentielles car, au-delà des menaces qu’elle fait peser sur la stabilité de la monnaie unique et sur la cohésion de la zone euro, la crise que celle-ci traverse actuellement suffit à démontrer que, pour les marchés, les États sont des biens comme les autres, c’est-à-dire vulnérables et périssables. Elles sont essentielles si la France veut conserver sa signature triple A, dont la dégradation entraînerait immédiatement une hausse des taux d’intérêts, donc de la dette. Ainsi, l’écart des taux d’intérêts entre l’Allemagne, qui s’est dotée d’une règle d’équilibre budgétaire dès 2009 – laquelle est appliquée, monsieur Emmanuelli – et la France n’a jamais été aussi haut. Il est donc temps de réagir pour ne pas se laisser décrocher. Nous avons un exemple sous les yeux : il suffit d’observer la situation de la Grèce, de l’Irlande, de l’Espagne ou du Portugal et même, plus récemment, de l’Italie et de l’Angleterre, voire, depuis quelques semaines, des États-Unis. Au moment où les places financières européennes affichent de nets reculs et alors que les cotations à la bourse de Paris ont été suspendues trois heures hier, il est indispensable d’adresser un signal sans ambiguïté aux marchés financiers, en faisant preuve de crédibilité et de responsabilité. La crise financière n’est pas derrière nous : le risque d’une propagation de la crise de la dette souveraine au cœur de l’Europe exige de la France qu’elle assainisse ses finances publiques. La priorité est bien aujourd’hui de préserver la stabilité financière de la zone euro et d’éviter une éventuelle contagion. Force est de constater que la règle d’or que nous nous apprêtons à voter s’inscrit au cœur de ces deux exigences.","401","no","mercredi 13 juillet 2011","Première Première"
"M. Louis Giscard d’Estaing."," Très bien&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Face à l&#x2019;urgence de se doter d&#x2019;une règle opposable inscrite dans la Constitution, le groupe Nouveau Centre souhaite que la réforme soit soumise le plus tôt possible au Parlement réuni en Congrès. Mes chers collègues, ne nous y trompons pas : cette réforme engage la responsabilité de l’ensemble des formations politiques appelées à gouverner. Notre endettement est devenu un puits sans fond dans lequel tous les gouvernants ont, depuis trente ans, creusé leur légitimité électorale. Le dernier budget en équilibre fut voté sous le gouvernement de Raymond Barre, en 1980.","90","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Et le taux d&#x2019;inflation a été de 13&nbsp;%&nbsp;: record historique&nbsp;!","11","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Tous, sans exception, ont ainsi légué à leurs successeurs un fardeau toujours plus lourd, faisant peser la menace d&#x2019;un déchirement de notre tissu social, puisque la question de l&#x2019;endettement public est avant tout une question d&#x2019;équité intergénérationnelle. Aussi, j&#x2019;en appelle à l&#x2019;esprit de responsabilité de nos collègues de l&#x2019;opposition pour qu&#x2019;ils votent ce texte, sans calculs préélectoraux.","58","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Ben voyons&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Alors que vous, vous ne faites aucun calcul électoraliste&nbsp;!","10","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Vous creusez les déficits depuis dix ans&nbsp;!","8","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," Mes chers collègues, seul M.&nbsp;Vigier a la parole.","9","yes","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Nous attendons de voir si le Parti socialiste, qui affirme chaque jour son ambition de diriger le pays, va sacrifier les générations futures sur l&#x2019;autel de la démagogie au nom d&#x2019;un esprit partisan ou soutenir ce projet de loi. Ce n&#x2019;est pas une question politicienne. ","47","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Je ne vois pas le rapport&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Monsieur le ministre, mes chers collègues, notre assemblée s&#x2019;honorerait de voter unanimement une telle réforme constitutionnelle&nbsp;; ce serait un acte majeur de responsabilité. Il en va de notre crédibilité à l&#x2019;égard de nos partenaires européens et des générations futures. Surtout, ne serait-ce pas l&#x2019;occasion de démontrer à nos concitoyens que, lorsque l&#x2019;essentiel est en jeu, les représentants du peuple savent gommer leurs différences&nbsp;?","64","no","mercredi 13 juillet 2011","Première Première"
"M. Pierre Morel-A-L’Huissier."," Très bien&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Le groupe Nouveau Centre, quant à lui, prendra ses responsabilités et votera en faveur de ce texte. ","19","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," La parole est à M. Marc Goua.","8","yes","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Madame la présidente, monsieur le ministre, monsieur le président de la commission, mes chers collègues, nous voici parvenus à la dernière lecture du projet de loi constitutionnelle relatif à l&#x2019;équilibre des finances publiques. Comme nous en avons désormais l&#x2019;habitude avec le Gouvernement, nous avons été prévenus quasiment la veille pour le lendemain. Cette précipitation ne vise qu&#x2019;à valider en catimini la négociation avec la droite sénatoriale, qui a finalement soutenu le texte après que le Gouvernement a reculé sur plusieurs points et pratiquement vidé celui-ci de sa substance. Le projet de loi sera sans doute voté, ce qui laissera au Président de la République la possibilité de réunir le Parlement en Congrès à Versailles. Néanmoins, il est fort peu probable que ce dernier soit convoqué, et ce texte finira par sortir par la petite porte. Plusieurs raisons expliquent cette situation. Tout d’abord, personne n’est dupe : vous vous servez du discours vertueux sur la prétendue « règle d’or d’équilibre budgétaire » de nos comptes publics pour masquer votre cruel échec en la matière.","171","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Absolument&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," En effet, la dégradation des comptes publics perdure depuis 2002 et s&#x2019;amplifie chaque année. Depuis 2007, le dérapage est encore plus inquiétant et place notre pays dans une situation plus que délicate, dans un contexte européen qui se dégrade de jour en jour. Ces trente dernières années, la gauche et la droite ont gouverné chacune durant quinze ans. Au cours des quinze années pendant lesquelles la gauche a gouverné, la France n’a dépassé le critère des 3 % de déficit que trois ans et la dette est toujours restée inférieure à 60 % du PIB. En revanche, au cours des quinze années pendant lesquelles vous avez gouverné, notre pays a connu douze années de déficit excessif, c’est-à-dire supérieur à 3 % du PIB.","121","no","mercredi 13 juillet 2011","Première Première"
"M. Dominique Le Mèner."," Et la crise&nbsp;?","4","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Quant à la dette, elle a toujours été supérieure à 60&nbsp;% du PIB depuis 2002 et, selon vos propres prévisions, elle devrait atteindre 86&nbsp;% du PIB en 2012.","29","no","mercredi 13 juillet 2011","Première Première"
"M. Pierre Morel-A-L’Huissier."," C&#x2019;est un socialiste qui dit cela&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Sur les dix dernières années, au cours desquelles la droite a été majoritaire, le constat est encore plus accablant&nbsp;: la dette a doublé, passant de moins de 900&nbsp;milliards d&#x2019;euros à l&#x2019;été 2002 à environ 1&nbsp;800&nbsp;milliards d&#x2019;euros à l&#x2019;été 2012, selon les prévisions de Bercy. Elle a augmenté de 560&nbsp;milliards d&#x2019;euros sous la présidence de Nicolas Sarkozy. Si l&#x2019;on déduit les 100&nbsp;milliards d&#x2019;euros de dette imputables à la crise, le déficit a progressé de 460&nbsp;milliards d&#x2019;euros en cinq ans. Vous nous présentez donc ce projet de loi alors que votre bilan budgétaire et financier est catastrophique. C’est, à coup sûr, le plus mauvais depuis plusieurs décennies. De plus, vous prétendez créer de nouvelles règles en les superposant à celles existant déjà : traité de Maastricht, article 20 de la loi organique relative au financement de la sécurité sociale, ou encore règle de compensation de toute nouvelle dépense fiscale. Or vous avez allègrement transgressé toutes ces règles les unes après les autres. Il eût fallu commencer par les respecter pour être crédible. Par ailleurs, instituer une telle modification de notre Constitution à l’extrême fin du mandat de la majorité actuelle est curieux. Votre ambition en la matière est telle que nous nous étonnons que vous n’ayez pas mis en place cette réforme dès le début de la législature ! (« Eh oui ! » sur les bancs du groupe SRC.) Cette loi est un texte d’affichage. Cela est tellement vrai que vous ne l’appliquerez pas vous-mêmes. Vous auriez pu décider de la mettre en œuvre dès à présent – mieux vaut tard que jamais –, mais, au lieu de cela, vous avez décidé de reporter l’application de votre réforme à la période suivant les élections de 2012. C’est bien la preuve qu’il s’agit d’une loi électoraliste destinée à créer un rideau de fumée pour masquer vos erreurs et vos carences.","303","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Très juste&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Sur le fond du projet de loi, vous avez accepté les principales modifications du Sénat, notamment la suppression de l&#x2019;article&nbsp;2  Comme je le soulignais précédemment, seule la volonté politique permet le redressement nécessaire des finances publiques de notre pays.","41","no","mercredi 13 juillet 2011","Première Première"
"M. Michel Sapin.","Très bien&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," En effet, votre gouvernement est responsable de la plupart des dérapages, notamment sous la forme de dispositions prises à la va-vite lors des collectifs budgétaires. Le dernier exemple en date est le projet de loi de finances rectificative pour 2011, qui fait encore un cadeau aux plus fortunés en élevant le seuil d&#x2019;entrée à l&#x2019;ISF, pour un coût de 2&nbsp;milliards d&#x2019;euros au détriment de l&#x2019;État&nbsp;! ","67","no","mercredi 13 juillet 2011","Première Première"
"M. Alain Vidalies."," Absolument&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Toujours des faveurs pour les plus riches&nbsp;!","8","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Exemple parfait du double discours que vous tenez depuis 2007, ce cadeau s&#x2019;accompagne non seulement de ce projet de loi totalement démagogique et maintenant totalement inopérant, mais aussi de prises de position du Premier ministre et d&#x2019;un conseiller de M.&nbsp;Sarkozy, M.&nbsp;Guaino, sur l&#x2019;effort qui sera bientôt demandé aux plus fortunés. Nous croyons rêver&nbsp;! Monsieur le ministre, auriez-vous décidé de remettre sérieusement en cause la politique que le Gouvernement applique depuis 2007 et que nous dénonçons depuis cette date, celle-là même qui a mis nos comptes publics dans le rouge, qui a creusé les inégalités entre Français et qui a déstabilisé nos services publics les plus fondamentaux sans engendrer d’économies conséquentes ?","111","no","mercredi 13 juillet 2011","Première Première"
"M. Michel Sapin."," Eh oui&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Quelle faillite&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," J&#x2019;en doute&nbsp;: comme le présent projet de loi, je suppose que cet infléchissement ne sera éventuellement valable qu&#x2019;après les prochaines élections présidentielles. Le projet de loi, tel qu’il nous est présenté aujourd’hui, est plus que jamais conforme à ce qu’il est réellement : une entreprise d’affichage politique grossière et peu crédible, au mieux une volonté de vous protéger de vos propres turpitudes. (« Très bien ! » sur les bancs du groupe SRC.)","70","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," Merci de conclure, monsieur Goua.","6","yes","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," À ce sujet, le Président de la République explique volontiers que le programme du Parti socialiste mettrait en danger la notation de la France.","25","no","mercredi 13 juillet 2011","Première Première"
"M. Dominique Le Mèner."," Et c&#x2019;est la vérité&nbsp;!","5","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Or il oublie que vous êtes, lui et votre majorité, les principaux responsables des risques qui pèsent actuellement sur notre pays. Pour notre part, nous sommes conscients de la nécessité de redresser les finances publiques que vous avez laissé dangereusement dériver.","42","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," C&#x2019;est terminé, monsieur Goua&nbsp;!","5","yes","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Remplacer la volonté politique par une énième règle ne sera pas suffisant pour résoudre ce grave problème. Masquer son échec et sa responsabilité devant les Français par un projet de loi de circonstances n&#x2019;a jamais fait office de programme ni d&#x2019;action efficace. Nous ne voterons donc pas ce texte. ","51","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," La parole est à M.&nbsp;Daniel Garrigue.","7","yes","mercredi 13 juillet 2011","Première Première"
"M. Daniel Garrigue."," Monsieur le ministre, le fait que ce projet de réforme constitutionnelle fasse l&#x2019;objet d&#x2019;une troisième lecture montre bien qu&#x2019;il ne suscite pas une adhésion spontanée, y compris au sein de votre propre majorité. Pourquoi ce texte ? Je rappelle qu’en matière de gestion des finances publiques, deux objectifs s’imposent déjà à nous : le premier est le respect du pacte de stabilité, la règle des 3 % de déficit, qui devrait constituer notre règle d’or ; le second est un objectif pratiquement mécanique car chacun sait que, au-delà de 35 milliards d’euros de déficit, on accroît la dette publique, alors qu’en maintenant ce déficit à un niveau inférieur, on peut réduire la dette. Ces deux objectifs étant suffisants pour une bonne gestion des finances publiques, le texte que vous proposez n’est rien d’autre qu’une gesticulation ! (« Très juste ! » sur les bancs du groupe SRC.) Par ailleurs, est-ce vraiment le moment de discuter de ce texte ? Monsieur le ministre de la justice, je ne doute pas de votre intérêt pour les questions financières. Toutefois, vous comprendrez que, dans les circonstances actuelles, nous préférerions avoir en face de nous le ministre des finances, afin de lui poser un certain nombre de questions. (« Très bien ! » sur les bancs du groupe SRC.)","203","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Étant donné le contexte, c&#x2019;est irresponsable&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," C&#x2019;est un manque de respect pour l&#x2019;Assemblée&nbsp;!","8","no","mercredi 13 juillet 2011","Première Première"
"M. Daniel Garrigue."," D&#x2019;abord, la gestion de la dette publique peut-elle rester une gestion classique alors que, depuis des semaines, nous voyons que la politique mise en &#x153;uvre est irréaliste&nbsp;? Ensuite, dans le cadre de l&#x2019;Union européenne, n&#x2019;y a-t-il pas lieu d&#x2019;aller vers plus de solidarité et de mutualisation des efforts&nbsp;? À cet égard, on ne peut que regretter que la réunion qui s&#x2019;est tenue hier s&#x2019;apparente quelque peu à un Munich monétaire et financier. Enfin, n&#x2019;y a-t-il pas lieu d&#x2019;accélérer les mesures de régulation et de lutte contre les acteurs de la spéculation, conformément aux engagements pris dans le cadre du G20 il y a deux ans&nbsp;? Par ailleurs, comme M. Emmanuelli et Mme Billard, je m’interroge au sujet du Conseil constitutionnel. Lors de l’examen de la question prioritaire de constitutionnalité, nous avons été nombreux à trouver pour le moins étonnant de voir que certains membres du Conseil constitutionnel soient amenés à se prononcer sur des textes qu’ils avaient naguère défendus ou votés. L’un des points qui remet en cause de façon encore plus flagrante la légitimité du Conseil constitutionnel est le mode de désignation de ses membres.","185","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Très bien&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Daniel Garrigue."," Je rappelle que, lorsque la Constitution de 1958 a été adoptée, les missions du Conseil constitutionnel étaient limitées&nbsp;: il était, d&#x2019;une part, chargé de veiller au respect des domaines respectifs de la loi et du règlement, d&#x2019;autre part, compétent en matière de contentieux des élections parlementaires.","47","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Absolument&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"M. Daniel Garrigue."," Depuis, le Conseil constitutionnel a vu ses missions de contrôle s&#x2019;élargir dans des proportions extraordinaires, soit de sa propre initiative, soit à la suite d&#x2019;un certain nombre de réformes auxquelles le Parlement a été étroitement associé. Actuellement, la nomination des membres du Conseil constitutionnel s’effectue sous la forme d’une cooptation fort peu démocratique et ne garantissant en rien l’indépendance de ces membres au regard des responsabilités considérables qu’ils ont à assumer.","72","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Tout à fait&nbsp;!","4","no","mercredi 13 juillet 2011","Première Première"
"M. Daniel Garrigue."," Au lieu de se contenter d&#x2019;une gesticulation politicienne, monsieur le ministre, il faudrait engager une vraie réforme constitutionnelle, celle du Conseil constitutionnel. ","24","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," La discussion générale est close. La parole est à M. le garde des sceaux.","14","yes","mercredi 13 juillet 2011","Première Première"
"M. Michel Mercier,"," Madame la présidente, mesdames et messieurs les députés, je veux apporter quelques éléments de réponse aux orateurs qui se sont exprimés ce matin et, plus largement, à tous ceux qui ont contribué à animer le débat d&#x2019;une façon ou d&#x2019;une autre.","42","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Et les oratrices&nbsp;?","4","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," C&#x2019;est vrai, vous oubliez les oratrices&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Michel Mercier,"," La grammaire du français est ainsi faite, monsieur Emmanuelli&nbsp;: lorsqu&#x2019;on dit «&nbsp;les orateurs&nbsp;», on désigne aussi bien les orateurs que les oratrices. Je pense que vous le savez aussi bien que moi, et je m&#x2019;étonne de votre soudaine conversion au féminisme. C&#x2019;est une véritable révélation pour tout le monde&nbsp;! ","51","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Très bien&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," M. Mercier, de l&#x2019;académie de Lyon, va nous faire une communication&nbsp;!","12","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," C&#x2019;est l&#x2019;archevêque Mercier&nbsp;! Allez-y, monseigneur, nous vous écoutons ! (Sourires.)","10","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," Allons, mes chers collègues, seul M.&nbsp;le ministre a la parole.","11","yes","mercredi 13 juillet 2011","Première Première"
"M. Michel Mercier,"," Je veux d&#x2019;abord remercier le président Warsmann, qui a parfaitement expliqué et recadré les choses, en démontrant que le projet de loi ne se limitait pas à la loi-cadre. En réalité, et pour reprendre une image qu&#x2019;il a lui-même employée, cette loi-cadre constitue une sorte de tunnel à l&#x2019;intérieur duquel devra se manifester l&#x2019;initiative parlementaire et gouvernementale. C&#x2019;est en empruntant ce chemin que nous ramènerons nos comptes vers l&#x2019;équilibre, et le tracé de ce chemin constitue, à mon sens, une nouveauté fondamentale.  M. Warsmann a notamment eu raison de souligner que le monopole fiscal va se trouver contenu par les lois-cadres, puisqu’on ne pourra pas sortir du tunnel. (Exclamations sur les bancs du groupe SRC.)","116","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Et en cas d&#x2019;incendie dans le tunnel, comment ferez-vous&nbsp;?","10","no","mercredi 13 juillet 2011","Première Première"
"M. Michel Mercier,"," Vous feriez mieux de m&#x2019;écouter plutôt que de m&#x2019;interrompre, cela ne pourrait que vous faire du bien&nbsp;! Comme je le soulignais, je remercie M. le président de la commission des lois pour ce qu’il a dit et pour le rôle qu’il a joué tout au long des trois lectures de ce projet de loi constitutionnelle.","55","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Nayrou."," Il mérite ces félicitations&nbsp;!","5","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Il faut des issues de secours dans les tunnels&nbsp;!","10","no","mercredi 13 juillet 2011","Première Première"
"M. Michel Mercier,"," Ne vous inquiétez pas, madame Billard, tout est prévu&nbsp;! Je ne doute pas, d&#x2019;ailleurs, que vous finirez un jour par reconnaître les vertus de ce texte et que vous regretterez amèrement de ne pas l&#x2019;avoir voté&nbsp;!","37","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Ça, jamais&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
